site-names,main-categories,sub-categories,resources,other-categories,external-links,finance,comments
https://namustore.com/,"clothing,accessories,passion,about,contact,stories,mask,currency,search-bar,shopping-cart","clo-summer2021,clo-NAMUessentials,acc-shoes,acc-graciels,pass-wallets,pass-pouches,pass-holders,pass-accessories,ab-philosphy,ab-collection,sto-SpringCollection2018","model-pics,youtube-vid","SizeGuide,PrivacyPolicy,Shipping&Returns,Terms&Conditions,PaymentConfirmation","facebook,whatsapp,instagram,pinterest","VISA,MaterCard,AmericanExpress","newsletter"
https://www.fmella.in/,"bestsellers,shop,newin,collections,plussizes,sale"
